gene_id	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
ACRV1	1	0	1	2	5	3	0	1	0	0	0	49	44	0	0
RPL26	15222	14974	18590	9437	2757	10373	15697	15880	13354	16563	21120	2357	1489	9350	11424
EZH1	1594	1262	1247	609	273	849	600	741	621	723	858	348	401	457	541
AKTIP	506	401	457	255	102	320	646	797	729	881	1247	74	87	811	853
DEF8	1433	1136	1192	786	300	1001	745	819	799	964	1097	139	134	593	702
DTL	22	29	41	25	25	22	33	2	1	23	27	174	152	1	1
SDCBP	4204	3527	4394	5444	1759	2966	2694	2846	2225	3055	4369	175	129	1340	1813
RBM3	3567	4088	3332	1931	753	2966	5505	5708	4795	6759	9039	235	131	4265	5156
BCAP31	1469	1688	1785	936	414	1399	1842	1755	1661	1957	2447	219	162	2370	2656
ADAM22	123	178	97	59	58	50	7	9	1	15	20	341	379	0	3
CBX3	3318	3268	3268	2164	720	2975	2811	3411	2724	3201	4477	540	332	1587	2015
RBM26	2968	2262	2258	1486	593	1552	945	1081	815	1113	1463	336	273	527	727
AFTPH	3661	3777	3450	2539	936	2898	817	1100	900	1035	1361	163	157	688	883
FRMD6	171	206	161	69	35	121	8429	7449	5925	7481	9701	121	157	5262	6555
TTC8	3	5	8	5	4	2	1222	1543	1282	1103	1436	100	129	645	789
CACNB2	124	77	85	63	43	52	30	97	111	51	58	289	307	10	23
FMNL3	1293	1009	1073	683	200	1073	1917	637	557	1341	1593	583	555	612	770
SYT1	23	11	66	89	19	32	3	10	1	22	16	152	199	14	25
SH3GLB1	5984	4402	6083	3451	1673	5273	2602	2404	1783	2912	4099	186	107	1687	2057
GABRB2	3	1	2	7	10	2	1	0	0	0	1	147	225	1	1
ZMAT3	699	376	567	673	209	447	3043	3862	2781	3453	4231	170	142	1446	1696
PCCB	449	463	452	306	107	388	537	694	584	664	902	181	181	528	589
AMBRA1	1449	1355	1236	811	368	1060	608	646	564	732	813	402	446	465	540
PTPRC	28490	26689	27078	14878	5568	19763	0	2	0	0	0	2900	1807	1	0
WWP1	1430	1100	1204	1256	438	802	861	1012	761	1270	1556	223	212	422	518
BCOR	1410	874	1093	1409	410	805	233	242	169	200	218	470	402	109	140
DLG3	341	402	354	259	79	283	180	228	208	517	729	343	340	151	198
MLH1	536	433	490	349	112	306	254	278	227	328	461	282	235	177	211
LOC101087344	1014	822	1135	566	241	776	81	107	88	18	20	57	51	24	40
SYTL2	444	493	708	181	105	136	116	334	262	375	551	475	511	180	211
ZNF664	2951	3164	2915	2003	852	2165	2400	3076	2342	3336	4216	351	291	1890	2434
SLC24A2	7	5	10	1	12	4	0	0	0	0	0	169	252	1	4
ITGB4	71	39	37	43	33	27	4	4	10	10	6	166	198	4	6
UBE2V1	1978	1564	1709	3133	888	1478	290	304	207	348	568	242	159	213	228
UBE2V2	1860	1898	1562	750	325	1275	3252	3196	2642	3333	4296	110	59	2399	2971
SLCO5A1	22	25	14	19	22	9	10	19	16	34	31	467	358	29	38
IQSEC2	27	16	29	23	12	14	43	27	26	41	40	201	254	33	29
CADPS	4	2	5	12	27	5	11	54	59	6	6	306	281	16	36
ITPR1	3326	1574	2298	2433	1018	1762	2221	3082	2459	3871	5214	955	892	2761	3022
WDR17	6	0	4	9	22	3	8	3	1	7	6	124	151	2	0
RAPGEF2	309	348	407	250	120	192	1515	1967	1616	2036	2565	159	186	1140	1365
FNIP2	1758	1961	2469	1314	547	1507	575	768	601	698	1037	236	261	469	529
ARHGAP5	7030	7094	7537	2722	1616	5300	3213	4253	3404	4214	5652	176	162	3501	4377
CYSTM1	349	287	441	212	89	241	421	906	815	616	773	52	51	1061	1220
GPATCH2L	1704	1393	1481	831	367	1054	1303	1525	1198	1328	1777	329	320	709	900
FOXM1	21	18	22	18	12	13	60	34	28	55	85	227	223	16	26
PLEKHA5	310	302	387	170	73	162	830	967	744	1325	1984	246	232	368	462
RABL2B	42	57	69	32	20	39	111	104	87	128	194	115	138	113	106
PDE8B	11	0	4	13	13	2	2	0	0	1	1	163	120	1	4
ADGRL2	170	54	102	90	57	112	2388	5544	4295	2733	3284	204	285	4683	5870
WDR47	333	228	303	146	80	155	379	495	386	455	696	194	215	467	602
SDHA	1841	1887	1860	972	350	1564	3345	3712	3200	3675	4543	474	349	2582	3010
USP54	312	212	260	162	87	167	365	698	607	687	834	401	427	362	440
BRD8	2355	2323	2271	1343	491	1714	920	1183	1037	1479	1786	521	499	824	1028
HEATR3	857	826	780	380	128	563	1316	1673	1334	1880	2434	239	225	1108	1373
IST1	2810	2486	2712	1440	522	2128	1642	2168	1830	2320	2878	180	186	1373	1769
CEP170	4645	4687	4993	2988	1445	3607	3230	3249	2648	3757	4981	495	474	1766	2121
L1CAM	37	70	41	25	27	29	105	63	64	169	227	222	236	85	115
KDM5C	3307	2733	2888	1746	606	1785	1359	1503	1268	2667	3113	759	630	901	1094
ADGRG2	8	5	8	4	9	2	7	7	8	7	19	94	134	18	23
PLXNA4	724	576	677	620	312	557	35	50	39	23	29	551	631	12	19
PDS5B	1360	894	1082	1127	360	691	567	678	537	673	869	423	352	293	285
KIAA1841	388	315	320	241	78	268	448	403	288	555	762	135	98	227	325
ITSN2	5752	4649	4924	2860	1104	3554	710	785	585	1218	1637	819	685	640	772
PUM2	3553	2577	2942	3038	1041	2217	1512	1731	1377	1820	2545	487	430	1054	1146
SLIT2	73	14	129	5	30	12	6459	13708	10843	7264	9108	237	228	10124	11906
MAPK9	450	364	470	295	158	323	991	1025	809	1248	1631	160	140	767	940
AFDN	12	15	16	16	37	8	1996	2820	2327	2955	3669	296	332	3405	3986
KIAA1217	7	3	7	6	47	6	145	209	164	201	248	401	489	115	140
KIF2A	28951	20662	29338	51357	18389	21495	1250	1458	1133	1553	2257	260	188	702	888
USP48	1100	894	1004	744	272	536	1106	1104	967	1485	2108	477	382	682	870
DAB1	7	7	3	7	26	2	4	1	2	3	6	247	312	8	9
COL11A1	6	6	2	7	21	6	10	12	11	46	50	268	316	4	6
PDLIM7	575	533	594	385	123	435	3536	3726	3281	5918	6433	190	181	3285	3755
MOGAT1	240	177	176	121	62	147	1	4	0	2	1	52	53	3	3
ATG16L1	620	490	578	342	168	452	733	848	692	922	1080	405	385	515	671
ABCC5	1635	1064	1536	659	356	910	4881	8733	7650	4514	5385	509	588	5261	6572
HGF	305	116	279	115	98	187	410	926	728	203	264	96	130	179	209
THSD1	17	8	15	11	14	13	51	87	83	96	86	96	148	19	14
LOC101089059	399	436	394	221	89	336	2282	2970	2480	2165	2792	110	105	2762	3519
ARF1	5736	6380	6341	3128	1225	4778	5928	6823	6066	7338	8759	546	283	4823	5609
TNFAIP8	2665	2254	2691	1303	521	1771	187	168	142	131	165	313	226	140	165
GRAMD2B	458	394	396	261	106	281	34	32	27	49	67	291	209	117	142
FNIP1	1034	848	911	670	329	591	1796	2313	1831	2001	2809	209	207	1117	1337
HSPA4	3358	2628	2943	1837	593	2139	9402	9683	7787	12136	16996	739	459	10268	12660
KIAA1191	3650	3269	3943	2317	1069	3275	2251	3018	2504	2373	3049	110	103	2093	2435
GRIA1	28	34	8	13	28	4	0	3	0	0	1	255	275	0	0
SLC36A3	10	15	12	0	7	1	0	0	0	0	0	90	127	0	0
CSNK1A1	7838	7611	8292	4398	1735	7162	10148	11020	9023	12225	16217	472	389	8881	10903
ARRDC5	27	16	19	9	7	9	47	47	26	52	54	58	65	18	31
GMIP	1924	1465	1772	1162	419	1101	185	235	210	75	106	411	353	114	128
IMPDH2	1735	1457	1585	1114	284	1265	4345	4922	4128	6296	8383	652	347	4209	4777
SEMA3F	58	63	71	23	17	34	125	608	558	162	156	133	133	603	634
MTMR14	3076	4174	3289	2578	909	3652	437	554	493	689	892	207	185	549	598
RAF1	3341	2896	3144	1639	675	2337	1674	2072	1830	2281	2762	289	235	1372	1607
IFT122	414	421	401	216	82	291	999	1060	894	1043	1252	381	373	773	752
IL18RAP	283	674	445	173	70	211	0	0	0	0	0	328	284	0	0
UNC50	755	1371	950	538	228	813	245	284	273	269	369	76	57	157	230
ACTR1A	1634	1282	1508	1029	394	1223	2865	3539	2955	6664	8176	359	315	2858	3313
ACTR1B	634	666	553	363	144	448	1829	2004	1754	2113	2463	104	126	1226	1444
C1D	821	871	805	410	192	655	1062	1195	830	1240	1710	94	37	753	1000
MXD1	873	846	755	566	203	564	216	307	273	232	283	208	218	188	233
NAGK	250	172	311	117	77	137	537	897	665	708	866	121	134	723	805
DPY30	590	743	606	323	100	443	528	622	495	644	807	44	37	493	565
NT5C1B	2	6	2	7	20	0	2	1	3	4	3	108	157	1	2
PPARGC1A	15	6	13	10	29	9	6	34	22	31	19	169	218	198	254
VPS52	158	127	141	77	43	114	105	98	63	157	142	70	86	112	122
ARMC12	2	1	8	1	4	2	4	6	4	1	0	80	90	2	0
OARD1	524	655	525	221	112	483	414	479	413	425	645	163	103	355	400
REPS1	1403	2009	1492	798	263	1099	617	713	674	911	1113	238	201	366	461
LOC109491531	38	19	26	36	11	11	0	2	1	0	2	53	97	1	0
TMOD3	8035	10283	12555	6089	2006	8392	3352	2764	2371	3619	5136	214	159	1819	2172
COPS2	1974	2006	1939	985	432	1307	3783	4332	3332	3962	5156	162	100	2854	3632
TMEM87A	2107	2301	1973	1016	476	1611	3139	3350	2744	2648	3831	201	147	1706	1970
TSSK4	243	179	183	118	47	152	160	147	139	74	76	120	123	60	91
TIMM9	332	373	365	213	86	247	817	811	619	774	1050	51	35	578	792
PPP2R5E	1479	1186	1115	962	390	864	992	1033	798	1137	1576	276	239	918	1060
ATP5F1C	1628	1635	1931	898	345	1156	3307	3140	2579	3575	4941	171	127	2221	2814
TRDMT1	3982	3920	4095	2679	947	3085	556	417	378	448	572	89	126	242	308
MASTL	44	44	66	42	17	34	92	43	46	68	98	75	95	56	91
ETFRF1	440	485	580	250	106	320	388	415	297	417	565	19	10	307	372
PPFIBP1	44	34	35	20	27	22	2268	3405	2652	2234	3063	183	241	1794	2109
LOC101086986	330	404	320	157	77	272	407	391	356	422	479	119	119	296	354
LETMD1	332	403	383	251	77	255	487	575	472	496	564	127	117	342	382
RCAN3	2757	3154	1936	1014	438	2213	873	1093	874	1364	1814	260	217	669	838
STMN1	2096	1594	1868	759	205	1017	104	30	26	61	102	533	352	10	13
EYA3	996	1212	1015	584	256	558	1016	1208	1092	1152	1459	362	359	715	836
AK2	1008	1072	1010	533	210	894	2125	2462	1923	2507	3148	199	152	1289	1636
UROD	444	559	461	256	103	421	950	1036	1002	1135	1445	120	126	1105	1190
NFE2L2	2041	1295	2830	1143	572	1228	4366	4678	3668	3615	4422	160	141	3599	4671
LOC101092631	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0
STK16	407	450	420	172	76	324	715	911	784	893	1080	112	117	641	733
TBC1D23	2052	1445	1813	869	433	1290	2322	2386	2002	2567	3329	184	194	1280	1576
BCL6	1513	769	1292	812	288	810	614	725	679	862	1167	203	188	462	555
AP2M1	5267	4897	5549	2782	1256	4480	7634	6980	6070	5466	7369	490	338	4321	5053
SERPINI1	1728	1264	1555	1130	528	1263	213	233	192	160	229	64	95	419	576
TFDP2	1419	1002	1133	1832	749	966	181	181	179	221	270	122	120	87	87
CX3CR1	670	312	915	391	205	283	1	0	0	0	0	64	82	0	0
ACP2	224	156	184	103	57	129	967	883	862	874	1037	129	121	1141	1198
KCNIP2	214	260	222	189	85	210	49	23	14	28	39	116	142	12	19
DYNLL2	3285	3671	4096	2314	642	2855	1925	2546	1972	2269	2641	127	131	2122	2663
LOC101080413	430	277	411	206	98	228	849	1106	840	1026	1521	87	74	740	800
ARRDC1	2043	2006	2605	1177	486	1962	491	532	453	582	708	127	139	496	577
ALDH3A2	372	365	410	210	102	371	404	407	352	375	456	120	141	401	503
FLII	5042	4565	6164	2710	1200	5663	4535	3918	3322	5483	6420	835	515	2870	3381
GOSR1	1038	1446	1033	347	222	732	1125	1307	981	1258	1625	132	112	875	1139
CE2H16orf70	304	272	305	164	78	205	377	517	416	485	595	150	151	223	317
REXO5	44	34	25	21	18	25	17	23	31	20	24	94	127	11	20
NUBP2	615	464	533	240	134	437	360	233	246	204	270	76	56	231	343
TMEM9	100	144	114	51	22	118	734	913	848	899	1099	34	64	926	1049
PPP1R12B	377	211	257	207	111	160	124	93	77	105	112	438	469	50	79
RBBP5	1225	999	1038	627	268	771	954	1095	919	1094	1365	364	318	705	935
NIT1	294	238	234	118	45	187	367	386	421	441	503	89	105	211	281
SLC38A5	296	279	281	162	53	266	5366	4452	4007	5960	7080	154	175	2418	2555
EBP	232	226	220	110	58	176	298	261	247	492	627	261	198	448	474
KCND1	6	2	5	2	15	2	1	1	3	0	1	145	152	0	2
WDR45	886	1833	1133	651	195	1037	829	958	802	978	1202	105	105	633	734
SNX12	574	494	560	253	121	392	1235	1426	1176	1276	1577	90	114	1066	1289
PRPS1	1684	1907	1698	987	310	1386	890	842	693	1103	1402	216	183	598	735
PRPS1L1	1	0	0	1	3	0	1	0	0	0	0	45	37	0	0
NXT2	1284	802	1026	654	230	903	172	193	158	222	298	65	47	157	190
ACSL4	1076	710	917	635	263	602	2336	2506	2187	3021	4841	367	246	2226	2405
LOC101080954	674	567	577	306	133	428	555	504	457	617	777	598	364	464	467
TRIM52	768	597	543	296	132	324	107	67	53	84	97	315	247	43	57
STK31	17	30	10	14	26	14	0	3	0	0	0	69	85	0	0
LOC101098213	541	561	608	328	143	447	1710	1463	1155	2083	3067	118	69	1038	1224
TMEM140	13562	27853	18907	14648	4440	18213	200	347	266	53	82	44	66	427	503
FBXO48	323	271	326	175	81	192	57	81	62	84	115	50	51	37	41
EGF	4242	3682	5180	2395	1217	3180	0	0	0	0	1	202	237	0	0
PARP16	690	689	605	257	123	466	353	488	431	542	697	165	179	239	266
PIK3C2G	1	4	4	3	21	2	1	0	1	0	0	147	167	0	0
IKZF4	35	32	22	24	33	23	23	20	13	35	27	241	280	7	10
PPFIA2	22	5	5	16	23	10	9	17	14	7	10	166	176	5	10
MIIP	120	159	154	72	35	93	108	72	69	190	250	160	124	156	151
DYNC1I2	1171	957	1090	581	257	711	3903	4785	3778	4700	6352	314	263	3041	3730
TFG	497	461	543	261	109	377	2316	2620	2165	2935	4001	27	47	1548	1931
SLC35A5	874	953	906	371	203	651	738	792	620	580	690	114	100	543	660
CDK1	185	189	247	134	68	148	87	38	31	80	111	143	141	34	24
ARL6IP4	540	549	513	230	84	318	734	867	742	1053	1240	109	82	630	708
TCTN1	1196	799	1163	733	298	930	959	915	791	1032	1181	88	85	866	1130
KANK1	1947	2295	1353	1374	659	1281	566	1525	1249	484	516	152	184	1563	1780
TJP2	3417	5791	4790	1842	692	3368	1241	1056	942	1252	1804	158	221	685	830
HNRNPL	4753	4244	3855	2756	974	3577	3038	3164	2613	4141	5137	632	450	2097	2526
LOC111556200	9	22	6	11	12	14	32	35	24	17	35	69	69	7	7
CDH3	8	8	8	7	18	9	140	73	51	119	147	160	239	286	319
DTX2	532	460	449	230	103	315	341	359	355	448	469	155	179	245	267
PAM16	175	129	230	132	27	179	355	397	392	425	497	45	32	251	304
LOC101088457	42	44	29	16	16	20	38	31	44	25	42	77	81	20	36
CDK16	672	488	580	290	111	348	1353	1362	1209	2233	2808	265	295	1136	1232
FXR1	2340	2119	2364	1120	429	1619	4907	5473	4507	6238	8347	416	301	3105	3757
SLC25A6	9872	8633	11587	6686	2492	8917	14362	14470	13252	16799	19591	910	562	10735	12398
TENM1	111	53	73	78	43	34	2	0	2	9	15	382	526	0	0
FBLN2	925	1063	925	643	197	626	19282	34930	31747	22451	27334	145	198	7903	8496
TMEM209	920	1139	1030	602	247	642	493	581	427	623	931	162	178	262	314
MCF2L	313	288	170	282	83	152	0	1	2	0	2	233	264	3	0
VPS54	1996	1836	2016	1062	604	1471	989	1115	830	1468	1865	221	245	625	815
NRBP1	2428	2361	2568	1361	447	1810	3030	3576	3140	3762	4538	350	285	3033	3532
DLC1	61	26	66	59	58	34	1725	2360	2045	2376	3358	288	327	1441	1617
GRIA2	3	0	3	4	19	0	0	0	1	0	1	117	170	0	0
PTPN13	11	15	22	12	49	6	5743	3975	3321	7329	9776	296	350	1277	1527
BAG6	3469	3099	3428	2101	699	2695	3849	4154	3835	4738	5670	558	397	2715	2902
CTNNA1	481	312	539	395	230	256	1812	2480	1871	2434	3102	225	208	5842	6467
FAM135A	337	291	260	187	70	240	2278	1908	1551	2470	3202	84	115	974	1200
EPHA7	2	6	2	2	11	1	0	9	5	4	5	103	119	6	1
SLC22A17	31	43	17	8	14	26	394	396	386	329	343	118	101	349	434
FCF1	651	632	671	457	141	570	555	671	515	585	753	61	70	313	380
MON2	2638	2158	2302	1796	595	1551	2342	2432	1895	2511	3459	258	231	1765	1894
HNRNPR	2512	1966	2054	1641	566	1511	1186	1066	838	1367	2159	616	380	592	705
PHC2	2393	4140	3265	1967	622	3288	4373	5066	4357	6172	7053	243	286	3299	3998
ELAVL4	1	3	3	3	11	1	1	1	2	0	0	69	119	0	1
SSFA2	6204	8131	6111	2964	2346	7969	2566	2329	1854	3012	3984	252	222	1618	2020
CLPB	660	543	580	406	185	509	547	535	457	696	804	188	203	344	400
VDAC2	2501	2181	2481	1287	577	2022	5158	4570	3656	5987	7927	367	253	3897	4661
HERC4	2026	2142	2008	1262	561	1328	1675	1692	1326	1916	2718	149	131	1545	2007
FAM13C	1	0	0	1	11	2	126	154	90	63	73	73	101	70	85
FLOT2	778	660	638	383	154	504	440	415	445	602	643	371	292	811	990
FUS	1116	833	1056	969	322	721	422	292	242	548	842	474	352	284	291
MLST8	308	287	327	167	73	233	347	349	339	359	465	79	48	299	328
INTS7	300	265	241	191	86	201	576	496	389	633	810	156	160	200	254
KCNT2	0	3	3	8	24	4	297	148	74	250	355	118	151	37	70
CLCN4	906	1358	1072	782	323	1103	22	155	118	64	68	192	244	7	0
UBA5	899	784	859	595	238	571	1033	1169	874	1320	1912	120	98	805	1012
LDB3	10	4	12	8	20	5	8	21	18	28	45	289	338	11	16
IDE	744	808	867	509	185	514	4171	5261	4216	5324	6729	217	214	4000	4998
LGALS8	1106	1428	878	300	212	688	782	765	614	702	907	196	205	619	892
SMTN	108	119	158	138	65	128	2264	2322	1929	4317	4625	221	169	2467	3041
SERPINB13	0	1	3	1	12	3	0	0	0	0	0	87	124	0	0
PQLC1	2277	1936	2012	1438	568	1902	303	646	565	568	657	100	85	309	308
PTRH2	172	219	174	126	54	136	171	187	153	216	251	28	33	106	131
GATAD2A	1575	1611	1774	955	324	1381	2318	2380	2153	2778	3090	489	346	1480	1795
SNX16	322	355	305	150	74	253	611	907	645	683	981	38	48	412	478
TRPS1	1149	628	1150	588	368	601	764	547	410	482	600	339	338	1258	1439
OCRL	502	379	486	213	135	287	1248	1683	1462	1400	1878	296	313	1137	1360
FAM3A	456	472	401	254	91	327	1050	1029	845	997	1152	252	193	842	1050
CCDC88A	1310	593	1976	586	432	507	1906	2843	2159	1937	2666	244	265	1049	1138
GPAT2	67	49	44	26	27	28	6	20	17	5	3	209	251	2	5
PPT2	448	396	396	125	62	263	43	86	75	50	47	73	82	93	102
CYFIP1	831	528	981	496	310	502	2810	3215	2709	3009	3910	239	216	2406	2843
SIPA1L1	301	379	347	232	121	243	601	636	530	484	550	589	566	343	430
LOC101100942	1360	1004	1303	850	447	849	4985	5253	4374	4984	6267	1327	1438	3366	3752
GPBP1	4276	4259	3726	2098	824	2903	1638	1644	1392	1771	2577	192	149	1078	1201
GNB1	8977	6763	9864	5315	1761	7857	7618	7740	6861	9104	11253	427	333	6310	7376
GNG12	76	24	81	56	46	103	3824	4590	3566	4419	6085	69	88	2658	3058
ZNF326	602	371	535	477	152	298	391	395	293	517	662	194	176	251	283
KIAA1324	48	54	33	21	12	31	29	96	55	29	36	145	180	33	42
TIGIT	94	444	136	53	31	141	8	1	1	1	6	232	171	13	22
PSMG1	186	149	166	120	51	111	230	200	158	355	404	51	21	169	181
PELI3	19	29	16	6	10	14	16	35	27	20	19	75	109	30	50
KMT5B	1358	1054	1162	773	325	833	585	648	543	877	1155	265	226	405	500
KIF20B	585	586	531	302	117	378	137	68	65	137	170	410	307	36	43
NT5C2	1737	1253	1952	1226	460	1259	1232	1270	1031	1043	1423	172	198	854	1113
ATE1	1218	993	984	683	278	792	1334	1909	1479	1493	1742	116	143	773	999
CIB3	488	721	460	485	203	587	1	0	2	1	0	24	20	0	1
PIAS2	992	776	864	623	213	564	789	1051	839	1143	1490	157	128	491	672
MPDZ	34	86	64	37	49	35	4355	5068	4032	5136	6419	316	348	1699	1930
ASTN2	4	2	1	6	27	2	15	8	10	12	8	243	300	9	12
VPS13A	3924	3691	4412	2135	1301	2675	2352	2758	2047	4317	6248	453	406	2200	2526
POLR3E	1178	1124	1033	509	223	802	660	788	744	824	967	233	213	520	538
LOC111556261	767	638	617	420	159	544	117	131	117	193	183	89	102	138	169
MATN2	10	4	13	10	11	6	27	49	34	347	531	190	228	20	16
PHF20L1	3686	3087	3424	1943	624	2237	1810	2162	1589	2027	2790	545	447	1217	1420
ARHGAP6	1954	3463	2352	1471	636	2046	116	310	220	63	75	215	264	52	75
ATP2B3	17	3	11	8	19	10	3	2	3	6	6	310	341	0	1
OTUD5	2385	2202	2316	1314	488	1743	1059	1042	954	1316	1488	453	369	823	1000
INTS6L	699	615	671	388	159	426	134	155	111	124	144	204	224	101	153
LOC101089503	0	0	0	0	4	0	0	30	54	1	1	45	57	7	10
LOC111559127	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
UBA3	1261	1402	1199	579	261	831	2088	2292	1806	2310	3014	99	82	1371	1698
MGLL	332	275	94	61	97	303	8	49	45	29	25	164	187	671	773
DBNL	3977	2847	3932	2518	940	4403	1434	1614	1508	1942	2258	401	266	1405	1510
CDCA7L	1623	1135	1445	1359	415	1504	729	767	586	644	799	243	209	224	251
SLC39A14	232	297	172	138	55	167	1132	2424	2073	1301	1922	176	203	1240	1617
VDAC3	2699	3136	3678	1755	738	3396	1867	2017	1654	2216	2972	175	97	1467	1720
SPOCK3	31	66	14	4	14	14	10	5	9	14	11	82	114	2	0
HMGA1	528	488	502	343	108	410	1182	745	710	384	445	177	112	371	425
CCND3	3973	4979	4214	1893	759	2845	665	876	742	812	1030	528	371	635	691
MYB	152	185	221	125	42	96	6	1	1	3	3	330	216	1	0
TM6SF1	644	459	690	355	164	404	1029	812	770	995	1333	90	103	612	755
CELF6	4	2	5	3	15	5	4	3	1	2	7	125	126	5	9
TMOD2	109	154	75	108	60	6	871	1239	1087	3336	4450	191	197	253	347
SAMD4A	117	133	145	60	54	93	3889	4456	3583	4147	5300	212	239	4156	4833
ZMYND11	2072	1706	1912	1400	434	1250	2504	2395	1783	2453	3160	226	167	1285	1622
AKR1E2	671	610	594	261	94	390	388	243	239	168	197	51	45	357	463
POC1B	1531	1592	2159	1144	561	1608	100	93	80	152	189	55	86	91	140
SRSF11	5492	4548	4564	2112	919	2877	2422	2310	1872	2765	3478	996	642	1249	1622
DBN1	128	96	136	72	35	106	4946	5042	4457	6654	7795	122	152	3979	4549
ZNF385B	5	3	5	1	7	2	0	1	0	0	0	83	87	1	2
STK25	799	635	744	347	152	514	995	1206	1135	1409	1636	128	103	800	916
ZDHHC23	501	353	449	260	108	266	53	85	81	81	119	222	279	68	76
ECE2	25	24	27	17	27	34	41	30	49	45	89	126	126	47	56
GYG1	510	329	528	343	168	394	1183	1455	1144	1596	2278	54	74	1001	1298
RBMS3	3	17	3	2	21	4	1752	1948	1562	1409	1640	186	223	1610	2020
PTH	0	0	0	0	6	0	1	2	3	2	1	8	21	0	4
CD86	1438	774	1986	380	494	797	1299	123	103	80	130	93	137	12	23
UGT1A1	17	4	18	6	13	17	0	0	0	57	59	46	75	7	1
MAX	3156	4676	3736	2356	915	4034	1761	2057	1844	1977	2448	282	255	1255	1496
ZP2	14	5	11	11	18	8	5	6	10	3	5	87	109	1	1
ESR1	32	25	28	23	24	20	238	818	641	152	160	102	95	251	323
TYRP1	0	1	0	1	5	0	1	1	1	0	0	49	59	1	0
CTSW	1544	1822	1625	343	183	513	82	79	86	76	93	369	305	38	39
TES	2616	3209	2981	1275	634	2518	889	1560	1339	1423	1683	164	135	1401	1809
SLC5A1	9	2	4	6	21	6	1	0	0	1	8	216	254	1	3
CYP2D6	8	7	2	7	15	5	3	0	1	1	0	59	72	0	1
CDK8	390	370	387	209	84	276	596	769	716	909	1121	113	88	609	769
MAB21L2	31	23	31	38	17	13	2	1	1	0	1	57	68	1	0
MAB21L1	7	5	10	13	2	4	218	168	169	7	6	33	35	92	81
DIS3	1040	1014	940	466	188	758	636	731	553	812	1051	173	132	354	494
MBNL2	2679	3803	3554	2261	580	1985	3564	3752	3197	3881	5109	196	187	2401	2990
TRIM41	1037	882	687	277	142	555	352	454	358	479	549	165	180	224	327
CANX	10418	8740	10762	5420	2649	7115	19536	22239	17523	20806	28028	1688	1015	14192	17773
HBEGF	184	143	99	88	59	207	172	200	165	265	296	86	100	38	75
HARS	881	903	835	415	151	633	1893	1963	1617	2220	2829	229	212	1647	1838
PIK3R1	2100	1901	1774	1287	472	1194	643	1291	1072	877	1198	317	227	680	947
TMEM171	4	0	1	0	11	2	0	0	0	1	0	43	38	1	0
LMAN2	1802	1830	1962	1211	410	1548	1486	2033	1813	1867	2409	239	230	1841	2181
ZNF346	567	504	494	261	134	331	131	152	115	162	230	146	163	75	104
PANK3	3904	2022	3202	2132	663	1952	1380	1616	1332	1744	2198	183	129	740	949
MAT2B	2435	2555	2404	1013	547	1774	1485	1813	1467	1586	2057	121	96	1302	1572
GABRG2	2	0	2	1	8	0	0	1	0	0	0	104	125	0	0
GLRA1	2	1	2	3	9	0	0	0	0	0	0	113	198	0	0
DCTN4	8067	8766	12094	7979	2514	11604	3840	4882	3892	4607	5843	134	152	2703	3506
CDH9	6	1	3	6	11	0	0	0	0	0	0	59	65	0	0
LOC101091513	0	0	2	0	0	0	0	0	0	0	0	22	33	0	0
LOC101091766	0	0	2	0	2	0	1	0	2	0	0	20	12	0	0
LOC101089499	1552	1617	1507	819	311	1250	3336	3255	2972	4377	5096	243	207	2700	2826
MST1R	177	170	138	116	58	131	20	11	4	5	8	288	315	13	24
ARHGEF3	1316	1830	1694	548	304	1015	29	94	78	46	58	398	391	44	52
CHCHD4	177	187	148	88	45	121	265	281	233	293	393	63	53	189	221
CNBP	7636	7641	6633	4417	1457	5403	7027	8802	7080	8092	10654	656	368	9729	11866
MRPS24	297	303	234	192	56	225	392	452	354	470	523	39	35	260	351
SKAP2	4963	2991	5368	2581	1573	3512	585	764	612	615	938	144	142	516	547
ANLN	67	73	91	60	34	52	408	174	119	396	582	201	182	241	289
ING3	428	499	415	213	94	295	221	243	226	240	324	117	121	167	202
UBE2H	1933	1781	1721	1067	385	1679	6165	5652	4862	7983	10348	311	260	4155	4753
GDAP1L1	65	98	71	43	29	62	99	134	124	72	91	94	108	127	137
RPRD1B	615	525	514	306	149	476	490	474	402	507	630	128	125	267	343
ACSS2	2172	1401	2150	1207	611	1595	2021	2253	2064	2707	3583	386	334	2412	2669
GGT7	216	275	209	107	67	152	1000	683	601	938	1277	133	184	754	630
RALY	2305	1980	2360	1574	509	1674	1067	1180	936	1939	2386	504	415	754	857
IDH3B	860	792	851	444	159	620	1021	1063	926	1165	1318	174	156	695	787
LIMS1	4123	4183	4745	1777	1016	3451	5681	5675	4601	7888	10292	193	184	4834	6286
PPP1R21	648	551	572	529	213	373	542	633	502	608	682	182	203	375	454
ACTR2	6704	4245	6228	5702	2040	4246	5665	6256	4774	9738	15615	965	498	3910	4452
ARHGAP25	2186	1925	1856	1235	474	1366	5	16	17	21	17	539	460	5	9
